district,furnished,ac,kitchen,age,street_width,area,wc,livings,beds,price,year,month,total_rooms
حي الريان,0,0,1,0,15,195,4,1,6,38000,2022,10,11
حي الواحة,0,0,1,0,20,126,3,1,4,38000,2022,10,8
حي المنتزه,0,0,1,9,8,160,4,1,5,40000,2022,10,10
حي المروة,0,0,0,12,20,250,5,2,5,40000,2022,10,12
حي مريخ,0,0,1,0,15,204,4,1,5,40000,2022,10,10
حي الريان,0,0,1,0,5,200,4,1,6,40000,2022,10,11
حي الصوارى,0,0,1,0,15,170,4,1,5,40000,2022,10,10
حي السنابل,0,0,0,10,5,120,3,1,5,40000,2022,10,9
حي البساتين,0,0,0,10,5,80,3,1,4,40000,2022,10,8
حي السلامة,0,0,0,2,15,150,3,1,5,40000,2022,10,9
حي اللؤلؤ,0,0,0,2,30,140,4,1,5,40000,2022,10,10
حي المنار,0,1,1,3,5,160,2,1,4,40000,2022,10,7
حي الياقوت,0,0,1,0,32,240,4,1,4,40000,2022,10,9
حي المروة,0,0,0,6,16,210,4,1,5,40000,2022,10,10
حي الزهراء,0,0,1,14,20,220,4,1,5,40000,2022,10,10
حي النسيم,0,0,0,15,32,215,3,1,5,40000,2022,10,9
حي الياقوت,0,0,1,0,5,220,4,2,3,40000,2022,10,9
حي الريان,0,0,1,0,5,220,3,1,5,40000,2022,10,9
حي الربوة,0,0,0,0,20,170,3,1,4,40000,2022,10,8
حي المروة,0,0,0,0,15,170,4,1,5,40000,2022,10,10
حي الصالحية,0,0,1,0,15,210,3,1,5,40000,2022,10,9
حي ابحر الجنوبية,0,1,1,5,10,180,3,1,3,40000,2022,10,7
حي الحمدانية,0,0,0,0,5,195,5,1,6,40000,2022,10,12
حي الصوارى,0,0,1,0,15,175,4,2,3,41000,2022,10,9
حي الروضة,0,0,1,8,16,160,3,1,5,41000,2022,10,9
حي الياقوت,0,0,1,0,32,240,4,1,4,42000,2022,10,9
حي البوادي,0,1,1,1,5,70,3,0,5,42000,2022,10,8
حي الحمراء,0,1,1,10,15,100,2,1,2,42000,2022,10,5
حي الواحة,0,0,1,0,25,155,3,1,5,42000,2022,10,9
حي الروضة,0,1,1,7,14,90,2,2,2,43000,2022,10,6
حي المروة,0,1,1,7,16,250,5,2,5,45000,2022,10,12
حي المروة,0,0,1,14,15,260,4,1,5,45000,2022,10,10
حي الصوارى,0,0,0,0,15,142,3,1,4,45000,2022,10,8
حي الصوارى,0,0,0,0,5,220,4,1,5,45000,2022,10,10
حي الصفا,0,0,0,7,15,400,4,1,7,45000,2022,10,12
حي الريان,0,0,1,0,5,200,3,1,5,45000,2022,10,9
حي المنار,1,1,1,1,5,200,3,1,5,45000,2022,10,9
حي السلامة,0,0,0,21,15,250,4,1,7,45000,2022,10,12
حي الحمدانية,0,0,1,0,17,213,4,1,5,45000,2022,10,10
حي المروة,1,1,1,5,10,128,3,1,5,48000,2022,10,9
حي مريخ,0,0,1,0,5,174,3,1,4,48000,2022,10,8
حي المروة,0,0,1,1,16,192,4,1,5,48000,2022,10,10
حي الريان,1,1,1,0,5,190,3,1,5,50000,2022,10,9
حي المروة,1,1,1,6,20,250,5,2,5,50000,2022,10,12
حي الفيحاء,0,0,0,0,5,165,3,1,5,50000,2022,10,9
حي ابحر الجنوبية,1,1,1,5,34,85,2,1,2,50000,2022,10,5
حي النسيم,0,0,0,15,14,200,4,1,5,50000,2022,10,10
حي مشرفة,0,0,1,0,20,250,5,1,5,50000,2022,10,11
حي المروة,0,1,1,9,25,260,5,2,5,50000,2022,10,12
حي الزهراء,0,0,0,0,5,165,3,1,4,50000,2022,10,8
حي الصوارى,0,0,0,0,20,260,3,1,6,50000,2022,10,10
حي النسيم,1,1,1,10,69,230,3,1,5,50000,2022,10,9
حي المروة,0,1,1,9,16,260,4,1,6,50000,2022,10,11
حي الحمدانية,0,0,1,1,16,250,4,1,5,50000,2022,10,10
حي الروضة,0,1,1,4,16,140,4,1,4,52000,2022,10,9
حي الواحة,1,1,1,9,5,195,3,1,6,54000,2022,10,10
حي المنار,0,1,1,2,10,260,4,1,6,55000,2022,10,11
حي الحمدانية,1,1,1,1,15,200,3,1,5,55000,2022,10,9
حي المروة,0,0,1,0,20,180,4,1,5,55000,2022,10,10
حي السلامة,0,0,1,10,20,400,5,3,7,58000,2022,10,15
حي الزهراء,0,0,0,0,12,176,3,1,3,59000,2022,10,7
حي الصوارى,0,0,0,0,5,223,4,2,6,60000,2022,10,12
حي المرجان,0,1,1,4,16,112,2,1,3,60000,2022,10,6
حي الورود,0,1,1,0,15,250,4,2,5,60000,2022,10,11
حي الورود,0,0,1,5,15,195,4,1,5,60000,2022,10,10
حي الورود,0,1,1,0,26,250,4,1,5,60000,2022,10,10
حي الفيحاء,0,1,1,0,5,121,2,1,2,60000,2022,10,5
حي بني مالك,1,1,1,5,5,205,4,2,6,60000,2022,10,12
حي الزهراء,0,0,1,0,19,150,4,1,4,60000,2022,10,9
حي ابحر الشمالية,1,1,1,0,20,240,3,1,5,60000,2022,10,9
حي الزهراء,0,0,0,3,20,200,4,1,5,62000,2022,10,10
حي الزهراء,0,0,0,2,5,200,4,1,3,62000,2022,10,8
حي الروضة,0,1,1,0,36,300,4,1,4,63000,2022,10,9
حي النزهة,1,1,1,4,16,200,4,1,5,65000,2022,10,10
حي الورود,0,1,1,2,1,250,4,2,5,65000,2022,10,11
حي النهضة,0,0,1,0,20,190,3,1,5,65000,2022,10,9
حي الفيحاء,0,1,1,4,5,120,2,1,2,65000,2022,10,5
حي السلامة,0,1,1,0,19,160,4,2,3,68000,2022,10,9
حي الزهراء,0,1,1,4,20,210,4,1,5,69000,2022,10,10
حي الزمرد,1,1,1,20,35,196,3,1,3,70000,2022,10,7
حي السلامة,0,1,1,5,15,238,5,1,6,70000,2022,10,12
حي الرويس,0,1,1,1,20,200,3,2,3,72000,2022,10,8
حي الروضة,0,1,1,0,18,230,4,1,5,75000,2022,10,10
حي السلامة,0,1,1,0,5,150,4,1,3,75000,2022,10,8
حي الزهراء,0,1,1,10,25,174,3,1,2,77000,2022,10,6
حي المروة,0,0,0,5,40,375,4,3,4,80000,2022,10,11
حي المروة,1,1,1,10,32,300,5,2,7,80000,2022,10,14
حي البغدادية الغربية,0,0,1,3,10,300,5,1,6,90000,2022,10,12
حي السلامة,0,1,1,0,30,167,4,1,3,100000,2022,10,8
حي الشاطئ,0,0,1,10,40,300,3,2,5,100000,2022,10,10
حي الشاطئ,1,1,1,8,5,100,2,1,1,105000,2022,10,4
حي السلامة,0,1,1,10,5,220,4,2,2,150000,2022,10,8
حي طيبة,0,1,0,4,53,130,1,0,1,12000,2022,11,2
حي النخيل,0,0,1,0,30,50,1,1,1,18000,2022,11,3
حي المروة,0,0,0,8,31,80,1,1,1,18000,2022,11,3
حي الريان,0,0,1,1,5,180,1,1,2,19000,2022,11,4
حي الرياض,0,0,0,0,20,90,2,0,3,19500,2022,11,5
حي الكوثر,0,0,0,2,20,111,2,1,2,20000,2022,11,5
حي الفلاح,0,0,1,1,16,180,2,1,2,20000,2022,11,5
حي الفروسية,0,0,0,3,5,100,2,1,3,20000,2022,11,6
حي البوادي,0,0,1,14,5,70,1,1,2,20600,2022,11,4
حي الفروسية,0,0,0,2,25,300,2,1,3,21000,2022,11,6
حي الريان,0,0,1,6,5,110,2,1,2,21000,2022,11,5
حي الصالحية,0,0,1,0,16,150,2,1,2,22000,2022,11,5
حي الحمدانية,0,0,1,5,30,100,3,1,3,22000,2022,11,7
حي النخيل,0,0,1,0,30,100,2,1,2,22000,2022,11,5
حي الريان,0,0,1,5,20,110,2,1,3,22000,2022,11,6
حي الفروسية,0,0,1,0,25,165,2,1,3,22000,2022,11,6
حي الفروسية,0,0,1,0,16,150,3,1,3,22000,2022,11,7
حي البوادي,0,0,1,20,15,150,1,1,3,22000,2022,11,5
حي الفروسية,0,0,1,0,5,120,1,1,3,22000,2022,11,5
حي المنتزه,0,0,1,0,17,110,1,1,3,22000,2022,11,5
حي الفروسية,0,0,1,0,15,135,2,1,3,22500,2022,11,6
حي الفيصلية,0,0,0,25,5,90,2,1,2,23000,2022,11,5
حي الريان,0,0,1,0,5,100,2,1,3,23000,2022,11,6
حي المنار,0,0,1,7,30,95,1,1,2,23000,2022,11,4
حي الصالحية,0,0,1,1,5,280,3,1,4,23000,2022,11,8
حي الرياض,0,0,1,0,15,112,2,1,3,23000,2022,11,6
حي الرياض,0,0,0,5,5,120,3,1,3,23000,2022,11,7
حي الكوثر,0,0,1,4,16,150,3,1,3,23000,2022,11,7
حي الريان,0,0,1,3,5,120,2,1,3,24000,2022,11,6
حي النسيم,0,0,1,15,18,66,1,1,2,24000,2022,11,4
حي الفروسية,0,0,1,2,15,150,2,1,4,24000,2022,11,7
حي الرياض,0,0,0,0,5,200,3,1,5,24000,2022,11,9
حي الفلاح,0,0,1,5,17,150,2,1,3,24000,2022,11,6
حي السلامة,0,1,1,0,17,35,1,0,1,24000,2022,11,2
حي الياقوت,0,0,1,0,5,90,2,1,4,24000,2022,11,7
حي الفيصلية,0,1,1,10,26,100,2,1,3,24000,2022,11,6
حي الصالحية,0,0,1,3,4,180,2,1,3,24000,2022,11,6
أخرى,0,0,0,7,10,150,2,1,2,24000,2022,11,5
حي الفردوس,0,0,1,0,20,100,1,1,2,24000,2022,11,4
حي البوادي,0,0,1,8,15,100,1,1,2,24000,2022,11,4
حي الزمرد,0,1,1,1,15,210,3,1,4,24000,2022,11,8
حي الفلاح,0,0,1,0,15,120,2,1,3,24000,2022,11,6
حي السامر,0,0,1,14,16,170,3,1,4,24000,2022,11,8
حي مريخ,0,0,1,2,5,80,2,0,3,24000,2022,11,5
حي الصالحية,0,0,1,0,38,250,3,1,3,24000,2022,11,7
أخرى,0,0,1,10,12,400,2,1,3,24000,2022,11,6
حي الفلاح,0,0,1,1,5,200,3,1,3,25000,2022,11,7
حي الزمرد,0,0,0,2,20,210,2,2,5,25000,2022,11,9
حي الفيصلية,0,0,1,10,52,120,2,1,3,25000,2022,11,6
حي الفلاح,0,0,1,0,16,100,2,1,3,25000,2022,11,6
حي السامر,0,1,1,5,16,120,2,1,3,25000,2022,11,6
حي الزمرد,0,0,1,2,16,200,4,0,4,25000,2022,11,8
حي الفلاح,0,0,1,8,20,200,3,1,4,25000,2022,11,8
حي المنار,0,1,0,7,10,120,3,1,4,25000,2022,11,8
حي الربوة,0,0,0,9,25,160,2,1,4,25000,2022,11,7
حي الرحمانية,0,0,1,1,5,150,2,1,3,25000,2022,11,6
حي طيبة,0,0,1,0,32,142,2,1,3,25000,2022,11,6
حي الصالحية,0,0,1,0,15,130,2,0,3,25000,2022,11,5
حي الرحمانية,0,0,1,0,5,200,3,1,5,25000,2022,11,9
حي ابحر الجنوبية,0,0,1,3,35,100,1,1,2,25000,2022,11,4
حي المنار,0,0,1,11,5,100,2,1,3,25000,2022,11,6
حي مريخ,0,0,1,6,12,102,3,1,3,25200,2022,11,7
حي الصوارى,0,0,0,0,16,190,3,1,4,26000,2022,11,8
حي القرينة,0,0,1,5,15,120,2,1,3,26000,2022,11,6
حي الريان,0,0,0,4,20,200,3,1,4,26000,2022,11,8
حي الرياض,0,0,1,3,5,150,2,0,5,26000,2022,11,7
حي مشرفة,0,0,1,10,16,400,2,1,3,26000,2022,11,6
حي الشراع,0,1,0,2,5,200,2,1,3,26000,2022,11,6
حي الفلاح,0,0,1,9,5,160,3,1,3,26000,2022,11,7
حي الفلاح,0,0,1,0,5,72,2,1,3,26000,2022,11,6
حي مريخ,0,0,1,6,5,120,3,1,4,26000,2022,11,8
حي الحمدانية,0,0,1,12,20,250,2,1,4,26000,2022,11,7
حي الرياض,0,0,1,0,25,185,3,1,4,26000,2022,11,8
حي الحمدانية,0,0,1,4,15,150,2,1,4,26000,2022,11,7
حي الصفا,0,0,1,11,5,160,3,1,4,26000,2022,11,8
حي الياقوت,0,0,1,3,15,170,3,1,4,27000,2022,11,8
أخرى,0,0,1,6,25,200,2,1,3,27000,2022,11,6
حي الصفا,0,0,1,3,20,120,2,1,2,27000,2022,11,5
حي الصفا,0,0,1,10,25,30,2,1,3,27000,2022,11,6
حي البوادي,0,0,1,6,16,150,2,1,3,27000,2022,11,6
حي النخيل,0,0,0,10,5,100,2,1,3,27000,2022,11,6
حي الفلاح,0,0,0,0,16,100,2,1,3,27000,2022,11,6
حي الشراع,0,1,1,1,16,64,3,1,2,27000,2022,11,6
حي النزهة,0,0,1,0,15,150,2,0,3,27000,2022,11,5
حي اللؤلؤ,0,0,1,2,5,100,2,1,3,28000,2022,11,6
حي الريان,0,0,1,5,5,170,1,1,4,28000,2022,11,6
حي الحمدانية,0,0,1,3,16,190,3,1,5,28000,2022,11,9
حي الياقوت,0,1,1,2,15,145,2,1,3,28000,2022,11,6
حي الفيصلية,0,0,1,10,40,200,2,1,3,28000,2022,11,6
حي المنار,0,0,1,0,5,140,3,0,4,28000,2022,11,7
حي المنار,0,0,1,0,21,120,2,1,4,28000,2022,11,7
أخرى,0,0,1,6,18,400,2,1,5,28000,2022,11,8
حي الفلاح,0,0,0,0,20,180,2,1,3,28000,2022,11,6
حي الصالحية,0,0,1,0,16,200,3,1,5,28000,2022,11,9
حي المنار,0,0,1,0,22,130,3,1,4,28000,2022,11,8
حي المروة,0,0,0,8,35,130,2,1,4,28000,2022,11,7
حي الحمدانية,0,0,1,10,40,380,3,1,5,28000,2022,11,9
حي المروة,0,0,1,12,9,110,2,1,4,28000,2022,11,7
حي الصالحية,0,0,0,0,16,150,3,1,4,28000,2022,11,8
حي السنابل,0,0,0,8,18,150,2,1,2,28000,2022,11,5
حي الرحمانية,0,0,0,0,5,175,3,1,3,28000,2022,11,7
حي الواحة,0,0,1,4,5,100,2,1,3,28000,2022,11,6
حي الربوة,0,0,1,20,15,20,2,1,4,28000,2022,11,7
حي المنار,0,0,1,11,13,98,2,0,3,28000,2022,11,5
حي السلامة,1,1,1,1,19,30,1,1,1,29000,2022,11,3
حي الرياض,0,0,0,0,16,210,3,1,5,29000,2022,11,9
حي الياقوت,0,0,1,3,20,190,3,1,5,29000,2022,11,9
حي الاصالة,0,0,1,1,30,250,3,1,4,29000,2022,11,8
حي المروة,0,1,1,7,16,140,3,1,4,30000,2022,11,8
أخرى,0,0,1,4,17,120,2,1,3,30000,2022,11,6
حي الفيصلية,1,1,1,12,12,80,1,1,2,30000,2022,11,4
حي الريان,0,0,0,3,5,170,3,1,5,30000,2022,11,9
حي الفيصلية,0,1,1,5,15,130,2,1,3,30000,2022,11,6
حي المنتزه,0,0,1,15,5,170,3,1,6,30000,2022,11,10
حي ابرق الرغامة,0,0,1,6,10,200,3,1,4,30000,2022,11,8
حي المروة,0,0,0,0,25,150,2,1,4,30000,2022,11,7
حي السامر,0,0,1,12,17,150,2,1,4,30000,2022,11,7
حي مدائن الفهد,0,0,1,10,5,150,2,0,3,30000,2022,11,5
حي مريخ,0,0,1,1,15,220,3,1,5,30000,2022,11,9
حي المنتزه,0,0,0,20,30,200,3,1,5,30000,2022,11,9
أخرى,0,0,0,4,9,100,3,1,4,30000,2022,11,8
حي الفردوس,0,0,0,3,20,190,3,1,4,30000,2022,11,8
حي الربوة,0,0,0,30,15,180,2,1,5,30000,2022,11,8
حي الياقوت,0,0,1,3,16,250,3,1,4,30000,2022,11,8
حي الصالحية,0,0,1,3,19,150,2,1,4,30000,2022,11,7
حي ابرق الرغامة,0,0,0,4,16,120,2,1,4,30000,2022,11,7
حي الحمدانية,0,0,1,0,16,250,1,1,5,30000,2022,11,7
حي السليمانية,0,0,1,30,5,220,2,0,5,30000,2022,11,7
حي الواحة,0,0,1,5,5,130,2,1,4,30000,2022,11,7
حي الفردوس,0,0,0,2,16,120,3,1,4,30000,2022,11,8
حي طيبة,0,0,1,0,17,250,3,1,4,30000,2022,11,8
حي الزمرد,0,0,0,0,19,250,4,1,5,30000,2022,11,10
حي الريان,0,0,1,0,5,160,2,1,4,30000,2022,11,7
أخرى,0,0,0,0,25,120,2,1,4,30000,2022,11,7
حي النخيل,0,0,0,10,5,130,2,1,4,30000,2022,11,7
حي الروضة,0,0,0,20,16,160,3,1,4,30000,2022,11,8
حي طيبة,0,0,1,5,5,180,4,1,4,30000,2022,11,9
حي الواحة,0,0,0,2,26,222,4,1,4,30000,2022,11,9
حي مريخ,0,0,1,3,31,105,3,1,5,30000,2022,11,9
حي الصفا,0,0,0,1,5,130,2,0,3,30000,2022,11,5
حي الفلاح,0,0,1,0,5,250,3,1,4,30000,2022,11,8
حي الصفا,0,0,1,12,26,126,3,1,4,30000,2022,11,8
حي الصفا,0,0,1,7,15,130,2,1,3,30000,2022,11,6
حي الاصالة,0,0,1,3,20,150,3,1,4,30000,2022,11,8
حي ام السلم,0,0,1,0,16,150,3,1,4,30000,2022,11,8
حي اللؤلؤ,0,0,1,0,16,150,1,1,2,30000,2022,11,4
حي المروة,0,0,0,9,15,130,2,1,4,30000,2022,11,7
حي الصفا,0,0,1,15,5,200,2,1,4,30000,2022,11,7
حي الصفا,0,0,0,6,5,130,2,1,3,30000,2022,11,6
حي الفلاح,0,0,1,6,20,200,3,1,5,31000,2022,11,9
حي ابحر الجنوبية,0,1,1,5,5,169,2,1,2,31000,2022,11,5
حي الربوة,1,0,1,29,17,170,2,1,4,32000,2022,11,7
حي السلامة,0,0,1,5,25,120,2,1,2,32000,2022,11,5
حي الحمدانية,0,0,1,3,5,216,4,1,5,32000,2022,11,10
حي المروة,0,0,1,2,32,150,3,1,4,32000,2022,11,8
حي ابحر الشمالية,0,1,1,3,30,110,2,1,3,32000,2022,11,6
حي المروة,0,0,0,2,20,140,3,1,4,32000,2022,11,8
حي مشرفة,0,0,1,6,5,140,2,1,4,32000,2022,11,7
حي الريان,0,0,0,5,15,185,3,1,5,32000,2022,11,9
حي الربوة,0,0,1,12,12,100,2,1,3,32000,2022,11,6
حي المروة,0,0,1,10,5,50,3,1,4,32000,2022,11,8
حي الصالحية,0,0,0,0,16,200,3,2,5,32000,2022,11,10
حي الامواج,0,1,1,0,20,65,1,1,1,32000,2022,11,3
حي بني مالك,0,1,1,15,5,150,2,2,4,32000,2022,11,8
حي الريان,0,0,1,0,5,160,3,1,4,32000,2022,11,8
حي المروة,0,0,0,4,32,220,4,1,5,33000,2022,11,10
حي النخيل,0,0,1,4,15,190,3,1,5,33000,2022,11,9
حي الرحمانية,0,0,0,3,20,300,3,1,5,33000,2022,11,9
حي ابحر الجنوبية,0,1,1,3,22,150,2,1,3,33000,2022,11,6
حي الحمدانية,0,0,1,4,5,186,3,1,4,33000,2022,11,8
حي المنتزه,0,0,1,0,5,100,3,1,4,33000,2022,11,8
حي العزيزية,0,0,0,1,69,120,2,1,3,33500,2022,11,6
حي الصوارى,0,0,0,4,19,180,3,1,4,34000,2022,11,8
حي الحمدانية,0,0,1,0,17,200,3,1,5,34000,2022,11,9
حي الرحمانية,0,0,1,0,17,218,3,1,5,34000,2022,11,9
حي المروة,0,0,1,14,16,150,3,1,4,34000,2022,11,8
حي الفيصلية,0,0,0,4,5,160,3,1,4,34000,2022,11,8
حي الصفا,0,0,1,10,12,207,3,1,4,34000,2022,11,8
حي الفلاح,0,0,0,6,5,390,4,1,5,35000,2022,11,10
حي ابحر الشمالية,0,0,1,1,5,90,2,1,3,35000,2022,11,6
حي الامير فواز الجنوبي,0,1,1,7,15,187,3,1,4,35000,2022,11,8
حي النسيم,0,0,0,19,15,200,3,2,5,35000,2022,11,10
حي الروضة,0,0,1,7,5,180,2,1,3,35000,2022,11,6
حي الزمرد,0,0,1,0,15,183,3,1,5,35000,2022,11,9
حي الاصالة,0,0,1,1,5,185,2,1,4,35000,2022,11,7
حي الروضة,0,0,1,2,8,90,2,1,3,35000,2022,11,6
حي السلامة,0,0,0,20,30,200,2,1,5,35000,2022,11,8
حي مريخ,0,0,1,0,27,250,4,2,5,35000,2022,11,11
حي السامر,0,0,1,10,5,168,3,1,5,35000,2022,11,9
حي السلامة,0,1,1,0,18,94,2,1,2,35000,2022,11,5
حي الفيصلية,0,0,1,5,10,100,3,1,4,35000,2022,11,8
أخرى,0,0,1,10,5,200,3,1,5,35000,2022,11,9
حي الروضة,0,0,1,11,32,140,2,1,4,35000,2022,11,7
حي ابحر الجنوبية,0,1,1,5,33,120,2,1,3,35000,2022,11,6
حي الفلاح,0,0,1,5,15,200,3,1,5,35000,2022,11,9
حي الصالحية,0,0,0,0,5,300,3,2,3,35000,2022,11,8
حي الريان,1,0,1,3,5,200,4,2,5,35000,2022,11,11
حي الفردوس,0,0,0,3,20,210,3,1,4,35000,2022,11,8
حي ابحر الشمالية,0,0,0,0,15,110,2,1,3,35000,2022,11,6
حي الصفا,1,1,1,4,5,127,3,1,4,35000,2022,11,8
حي البساتين,0,0,0,5,5,44,2,2,2,35000,2022,11,6
حي النسيم,0,0,1,4,5,150,3,1,4,35000,2022,11,8
حي الربوة,0,1,1,9,12,120,2,1,4,35000,2022,11,7
حي المنار,0,0,1,8,45,250,3,1,5,35000,2022,11,9
حي الاميرعبدالمجيد,1,1,1,2,5,265,5,4,5,35000,2022,11,14
حي الياقوت,0,1,1,1,20,198,3,1,4,35000,2022,11,8
حي الواحة,0,0,0,0,5,151,3,1,5,35000,2022,11,9
حي المروة,0,0,1,13,15,180,3,1,5,35000,2022,11,9
حي السامر,0,1,1,4,5,250,3,2,5,35000,2022,11,10
حي النهضة,0,1,1,20,5,100,3,1,3,36000,2022,11,7
حي السلامة,0,0,1,11,5,200,4,2,4,36000,2022,11,10
حي النزهة,0,0,0,15,8,210,4,1,5,36000,2022,11,10
حي الصفا,0,0,1,8,5,180,2,2,4,36000,2022,11,8
حي الصوارى,0,0,1,1,5,165,3,1,5,36000,2022,11,9
حي الامير فواز الجنوبي,0,0,0,7,15,180,2,1,4,36000,2022,11,7
حي مريخ,0,0,1,2,25,259,4,1,5,36000,2022,11,10
حي البوادي,0,0,1,8,20,160,2,1,3,36000,2022,11,6
حي الريان,0,1,1,4,5,140,3,2,2,36000,2022,11,7
حي الواحة,0,1,1,6,5,200,4,1,5,37000,2022,11,10
حي الصفا,0,0,1,9,19,200,2,2,4,37000,2022,11,8
حي المنار,0,0,0,10,5,126,3,1,5,37000,2022,11,9
حي الامير فواز الجنوبي,0,1,0,7,20,160,2,1,4,37000,2022,11,7
حي الاصالة,0,0,0,0,20,180,4,1,6,38000,2022,11,11
حي الصوارى,0,0,0,0,5,180,2,2,3,38000,2022,11,7
حي المروة,0,0,1,6,5,300,2,1,4,38000,2022,11,7
حي الرحاب,0,0,1,11,20,200,3,1,5,38000,2022,11,9
حي النسيم,0,0,0,13,15,210,3,1,5,38000,2022,11,9
حي الحمدانية,0,0,0,0,10,195,5,1,4,39000,2022,11,10
حي ام حبلين,0,0,1,0,20,155,3,1,5,40000,2022,11,9
حي النهضة,0,0,1,9,15,150,2,1,3,40000,2022,11,6
حي الصوارى,0,0,1,0,16,175,3,1,5,40000,2022,11,9
حي الصوارى,0,0,1,0,15,172,3,1,5,40000,2022,11,9
حي السلامة,0,0,1,5,25,140,3,1,3,40000,2022,11,7
حي الريان,0,0,1,0,5,200,4,1,5,40000,2022,11,10
حي الحمدانية,1,1,1,5,32,80,1,1,2,40000,2022,11,4
حي الصالحية,0,0,1,0,20,200,3,1,5,40000,2022,11,9
حي الحمدانية,0,0,1,0,1,195,5,1,5,40000,2022,11,11
حي المحمدية,0,1,1,9,17,225,2,1,4,40000,2022,11,7
حي الفلاح,0,1,1,6,18,200,2,1,3,40000,2022,11,6
حي الواحة,0,0,0,0,5,150,3,1,5,40000,2022,11,9
حي النخيل,0,0,0,10,15,180,2,1,4,40000,2022,11,7
حي الحمدانية,0,0,0,0,21,194,5,2,5,40000,2022,11,12
حي المروة,0,0,0,0,20,220,4,1,5,40000,2022,11,10
حي الحمدانية,0,0,1,0,10,196,5,1,7,40000,2022,11,13
حي الحمدانية,0,0,1,0,18,196,4,1,6,40000,2022,11,11
حي الروضة,0,0,1,16,12,140,3,1,5,40000,2022,11,9
حي الربوة,0,0,1,15,5,230,3,1,6,40000,2022,11,10
حي الحمدانية,0,0,0,0,20,195,5,1,6,40000,2022,11,12
حي الزهراء,0,0,1,5,20,150,3,1,4,40000,2022,11,8
حي النهضة,0,1,1,20,15,100,3,1,4,40000,2022,11,8
حي الربوة,0,0,1,5,5,140,3,2,4,40000,2022,11,9
حي المروة,0,0,1,5,40,140,3,1,4,40000,2022,11,8
حي الزهراء,0,0,1,7,19,160,3,1,4,42000,2022,11,8
حي الزهراء,0,0,1,8,30,150,3,1,4,42000,2022,11,8
حي السلامة,0,0,1,10,15,230,3,1,5,42000,2022,11,9
حي الصفا,0,0,1,0,20,210,3,2,3,42000,2022,11,8
حي النسيم,0,0,1,13,5,200,3,1,5,42000,2022,11,9
حي الصوارى,0,0,1,0,5,165,4,1,5,42000,2022,11,10
حي الصوارى,0,0,0,0,5,200,3,1,5,43000,2022,11,9
حي طيبة,0,0,1,0,5,250,3,2,4,43000,2022,11,9
حي الامواج,0,1,1,1,20,120,2,1,2,43000,2022,11,5
حي السلامة,1,1,1,9,32,160,2,1,3,44000,2022,11,6
حي الربوة,0,1,0,1,10,172,4,1,5,44000,2022,11,10
حي السلامة,1,1,1,10,16,180,4,1,5,45000,2022,11,10
حي الحمراء,0,1,1,10,15,145,3,1,3,45000,2022,11,7
حي الصوارى,0,0,0,0,5,250,4,1,6,45000,2022,11,11
حي المروة,0,0,1,11,14,250,4,1,6,45000,2022,11,11
حي ابحر الجنوبية,0,0,1,5,5,150,3,1,5,45000,2022,11,9
حي الزهراء,0,0,1,6,15,177,4,1,5,45000,2022,11,10
حي النهضة,0,1,1,1,20,160,3,1,3,45000,2022,11,7
حي الفيصلية,0,0,1,3,18,220,4,1,5,45000,2022,11,10
حي السلامة,0,0,0,0,5,140,2,1,2,45000,2022,11,5
حي المروة,0,0,1,0,20,180,4,1,5,45000,2022,11,10
حي الزهراء,0,1,0,20,16,180,2,1,4,45000,2022,11,7
حي الصوارى,0,0,0,0,22,192,4,1,6,45000,2022,11,11
حي المروة,0,1,1,12,25,240,4,2,5,45000,2022,11,11
حي الريان,0,0,0,0,5,250,4,1,6,45000,2022,11,11
حي الروضة,0,0,1,8,14,150,2,1,4,45000,2022,11,7
حي السلامة,0,0,1,8,15,200,4,2,5,45000,2022,11,11
حي الشراع,1,1,1,4,15,150,3,1,3,45000,2022,11,7
حي الصوارى,0,0,1,0,18,225,4,1,5,45000,2022,11,10
حي الروضة,0,0,1,7,12,185,4,1,5,45000,2022,11,10
حي الواحة,0,0,0,5,5,200,4,1,5,46000,2022,11,10
حي الفيصلية,0,0,1,2,18,162,4,2,4,46000,2022,11,10
حي الامواج,0,1,1,0,15,150,3,1,3,48000,2022,11,7
حي الحمدانية,0,0,0,0,15,195,5,1,7,50000,2022,11,13
حي مشرفة,0,1,1,3,10,200,3,1,6,50000,2022,11,10
حي الواحة,1,1,1,0,5,100,2,1,3,50000,2022,11,6
حي الياقوت,0,0,0,10,5,250,5,1,6,50000,2022,11,12
حي الحمدانية,0,0,0,0,14,196,5,1,7,50000,2022,11,13
حي الحمدانية,0,0,1,0,26,265,5,1,7,50000,2022,11,13
حي الصفا,0,0,0,20,15,245,4,1,5,50000,2022,11,10
حي الصوارى,0,1,0,0,9,230,4,1,6,50000,2022,11,11
حي المرجان,1,1,1,11,15,200,3,1,5,50000,2022,11,9
حي ابحر الجنوبية,0,0,0,3,12,180,3,3,5,50000,2022,11,11
حي طيبة,0,0,1,9,15,114,5,2,7,50000,2022,11,14
حي السلامة,0,0,1,0,5,179,4,1,6,50000,2022,11,11
حي النعيم,0,1,1,7,10,160,3,1,4,50000,2022,11,8
حي الحمدانية,0,0,1,0,30,195,5,1,6,50000,2022,11,12
